State,District,Vegetable Name,Unit,Market Price,Retail Price (Min),Retail Price (Max),Shopping Mall Price (Min),Shopping Mall Price (Max)
Puducherry,Karaikal,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Puducherry,Karaikal,Mushroom,Kg / Pcs, 91, 105 , 116,109 , 150
Puducherry,Karaikal,Mustard leaves,Kg / Pcs, 18, 21 , 23,22 , 30
Puducherry,Karaikal,Okra (Ladies finger),Kg / Pcs, 42, 48 , 53,50 , 69
Puducherry,Karaikal,Onion Big,Kg / Pcs, 65, 75 , 83,78 , 107
Puducherry,Karaikal,Onion Small,Kg / Pcs, 133, 153 , 169,160 , 219
Puducherry,Karaikal,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Puducherry,Karaikal,Potato,Kg / Pcs, 33, 38 , 42,40 , 54
Puducherry,Karaikal,Pumpkin,Kg / Pcs, 17, 20 , 22,20 , 28
Puducherry,Karaikal,Radish (Daikon),Kg / Pcs, 28, 32 , 36,34 , 46
Puducherry,Karaikal,Ridge gourd,Kg / Pcs, 28, 32 , 36,34 , 46
Puducherry,Karaikal,Shallot (pearl onion),Kg / Pcs, 35, 40 , 44,42 , 58
Puducherry,Karaikal,Snake gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Karaikal,Sorrel leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Puducherry,Karaikal,Spinach,Kg / Pcs, 12, 14 , 15,14 , 20
Puducherry,Karaikal,Sweet potato,Kg / Pcs, 38, 44 , 48,46 , 63
Puducherry,Karaikal,Tomato,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Mahe,Amaranth leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Puducherry,Mahe,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Puducherry,Mahe,Ash gourd,Kg / Pcs, 19, 22 , 24,23 , 31
Puducherry,Mahe,Baby corn,Kg / Pcs, 67, 77 , 85,80 , 111
Puducherry,Mahe,Banana flower,Kg / Pcs, 18, 21 , 23,22 , 30
Puducherry,Mahe,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Mahe,Bell Pepper (Capsicum),Kg / Pcs, 48, 55 , 61,58 , 79
Puducherry,Mahe,Bitter gourd,Kg / Pcs, 33, 38 , 42,40 , 54
Puducherry,Mahe,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Puducherry,Mahe,Butter beans,Kg / Pcs, 45, 52 , 57,54 , 74
Puducherry,Mahe,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 50, 58 , 64,60 , 83
Puducherry,Mahe,Cabbage,Kg / Pcs, 18, 21 , 23,22 , 30
Puducherry,Mahe,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Mahe,Cauliflower,Kg / Pcs, 25, 29 , 32,30 , 41
Puducherry,Mahe,Cluster beans,Kg / Pcs, 45, 52 , 57,54 , 74
Puducherry,Mahe,Coconut (fresh),Kg / Pcs, 32, 37 , 41,38 , 53
Puducherry,Mahe,Colocasia leaves (Taro leaves),Kg / Pcs, 14, 16 , 18,17 , 23
Puducherry,Mahe,Colocasia roots (Taro roots),Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Mahe,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Puducherry,Mahe,Corn,Kg / Pcs, 25, 29 , 32,30 , 41
Puducherry,Mahe,Cucumber,Kg / Pcs, 27, 31 , 34,32 , 45
Puducherry,Mahe,Curry leaves,Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Mahe,Dill leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Puducherry,Mahe,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Puducherry,Mahe,Eggplant (Brinjal or Aubergine),Kg / Pcs, 24, 28 , 30,29 , 40
Puducherry,Mahe,Brinjal ( Big ),Kg / Pcs, 23, 26 , 29,28 , 38
Puducherry,Mahe,Elephant Yam,Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Mahe,Fenugreek leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Puducherry,Mahe,French Beans (Green beans),Kg / Pcs, 62, 71 , 79,74 , 102
Puducherry,Mahe,Garlic,Kg / Pcs, 134, 154 , 170,161 , 221
Puducherry,Mahe,Ginger,Kg / Pcs, 107, 123 , 136,128 , 177
Puducherry,Mahe,Green chili,Kg / Pcs, 47, 54 , 60,56 , 78
Puducherry,Mahe,Green onion (Scallian or Spring onion),Kg / Pcs, 41, 47 , 52,49 , 68
Puducherry,Mahe,Green peas,Kg / Pcs, 82, 94 , 104,98 , 135
Puducherry,Mahe,Ivy gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Puducherry,Mahe,Lemon (Lime),Kg / Pcs, 69, 79 , 88,83 , 114
Puducherry,Mahe,Mango,Kg / Pcs, 73, 84 , 93,88 , 120
Puducherry,Mahe,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Puducherry,Mahe,Mushroom,Kg / Pcs, 73, 84 , 93,88 , 120
Puducherry,Mahe,Mustard leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Puducherry,Mahe,Okra (Ladies finger),Kg / Pcs, 39, 45 , 50,47 , 64
Puducherry,Mahe,Onion Big,Kg / Pcs, 61, 70 , 77,73 , 101
Puducherry,Mahe,Onion Small,Kg / Pcs, 127, 146 , 161,152 , 210
Puducherry,Mahe,Plantain (raw banana),Kg / Pcs, 7, 8 , 9,8 , 12
Puducherry,Mahe,Potato,Kg / Pcs, 33, 38 , 42,40 , 54
Puducherry,Mahe,Pumpkin,Kg / Pcs, 18, 21 , 23,22 , 30
Puducherry,Mahe,Radish (Daikon),Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Mahe,Ridge gourd,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Mahe,Shallot (pearl onion),Kg / Pcs, 32, 37 , 41,38 , 53
Puducherry,Mahe,Snake gourd,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Mahe,Sorrel leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Puducherry,Mahe,Spinach,Kg / Pcs, 16, 18 , 20,19 , 26
Puducherry,Mahe,Sweet potato,Kg / Pcs, 39, 45 , 50,47 , 64
Puducherry,Mahe,Tomato,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Pondicherry,Amaranth leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Puducherry,Pondicherry,Amla,Kg / Pcs, 80, 92 , 102,96 , 132
Puducherry,Pondicherry,Ash gourd,Kg / Pcs, 21, 24 , 27,25 , 35
Puducherry,Pondicherry,Baby corn,Kg / Pcs, 57, 66 , 72,68 , 94
Puducherry,Pondicherry,Banana flower,Kg / Pcs, 18, 21 , 23,22 , 30
Puducherry,Pondicherry,Beetroot,Kg / Pcs, 32, 37 , 41,38 , 53
Puducherry,Pondicherry,Bell Pepper (Capsicum),Kg / Pcs, 41, 47 , 52,49 , 68
Puducherry,Pondicherry,Bitter gourd,Kg / Pcs, 33, 38 , 42,40 , 54
Puducherry,Pondicherry,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Puducherry,Pondicherry,Butter beans,Kg / Pcs, 49, 56 , 62,59 , 81
Puducherry,Pondicherry,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 48, 55 , 61,58 , 79
Puducherry,Pondicherry,Cabbage,Kg / Pcs, 19, 22 , 24,23 , 31
Puducherry,Pondicherry,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Pondicherry,Cauliflower,Kg / Pcs, 25, 29 , 32,30 , 41
Puducherry,Pondicherry,Cluster beans,Kg / Pcs, 40, 46 , 51,48 , 66
Puducherry,Pondicherry,Coconut (fresh),Kg / Pcs, 33, 38 , 42,40 , 54
Puducherry,Pondicherry,Colocasia leaves (Taro leaves),Kg / Pcs, 12, 14 , 15,14 , 20
Puducherry,Pondicherry,Colocasia roots (Taro roots),Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Pondicherry,Coriander leaves (Cilantro),Kg / Pcs, 12, 14 , 15,14 , 20
Puducherry,Pondicherry,Corn,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Pondicherry,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Pondicherry,Curry leaves,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Pondicherry,Dill leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Puducherry,Pondicherry,Drumsticks,Kg / Pcs, 90, 104 , 114,108 , 149
Puducherry,Pondicherry,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Puducherry,Pondicherry,Brinjal ( Big ),Kg / Pcs, 23, 26 , 29,28 , 38
Puducherry,Pondicherry,Elephant Yam,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Pondicherry,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Puducherry,Pondicherry,French Beans (Green beans),Kg / Pcs, 61, 70 , 77,73 , 101
Puducherry,Pondicherry,Garlic,Kg / Pcs, 139, 160 , 177,167 , 229
Puducherry,Pondicherry,Ginger,Kg / Pcs, 100, 115 , 127,120 , 165
Puducherry,Pondicherry,Green chili,Kg / Pcs, 42, 48 , 53,50 , 69
Puducherry,Pondicherry,Green onion (Scallian or Spring onion),Kg / Pcs, 40, 46 , 51,48 , 66
Puducherry,Pondicherry,Green peas,Kg / Pcs, 83, 95 , 105,100 , 137
Puducherry,Pondicherry,Ivy gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Puducherry,Pondicherry,Lemon (Lime),Kg / Pcs, 68, 78 , 86,82 , 112
Puducherry,Pondicherry,Mango,Kg / Pcs, 75, 86 , 95,90 , 124
Puducherry,Pondicherry,Mint leaves,Kg / Pcs, 5, 6 , 6,6 , 8
Puducherry,Pondicherry,Mushroom,Kg / Pcs, 90, 104 , 114,108 , 149
Puducherry,Pondicherry,Mustard leaves,Kg / Pcs, 18, 21 , 23,22 , 30
Puducherry,Pondicherry,Okra (Ladies finger),Kg / Pcs, 35, 40 , 44,42 , 58
Puducherry,Pondicherry,Onion Big,Kg / Pcs, 63, 72 , 80,76 , 104
Puducherry,Pondicherry,Onion Small,Kg / Pcs, 126, 145 , 160,151 , 208
Puducherry,Pondicherry,Plantain (raw banana),Kg / Pcs, 9, 10 , 11,11 , 15
Puducherry,Pondicherry,Potato,Kg / Pcs, 32, 37 , 41,38 , 53
Puducherry,Pondicherry,Pumpkin,Kg / Pcs, 19, 22 , 24,23 , 31
Puducherry,Pondicherry,Radish (Daikon),Kg / Pcs, 35, 40 , 44,42 , 58
Puducherry,Pondicherry,Ridge gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Puducherry,Pondicherry,Shallot (pearl onion),Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Pondicherry,Snake gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Puducherry,Pondicherry,Sorrel leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Puducherry,Pondicherry,Spinach,Kg / Pcs, 15, 17 , 19,18 , 25
Puducherry,Pondicherry,Sweet potato,Kg / Pcs, 36, 41 , 46,43 , 59
Puducherry,Pondicherry,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Yanam,Amaranth leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Puducherry,Yanam,Amla,Kg / Pcs, 75, 86 , 95,90 , 124
Puducherry,Yanam,Ash gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Puducherry,Yanam,Baby corn,Kg / Pcs, 59, 68 , 75,71 , 97
Puducherry,Yanam,Banana flower,Kg / Pcs, 16, 18 , 20,19 , 26
Puducherry,Yanam,Beetroot,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Yanam,Bell Pepper (Capsicum),Kg / Pcs, 42, 48 , 53,50 , 69
Puducherry,Yanam,Bitter gourd,Kg / Pcs, 35, 40 , 44,42 , 58
Puducherry,Yanam,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Puducherry,Yanam,Butter beans,Kg / Pcs, 50, 58 , 64,60 , 83
Puducherry,Yanam,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 46, 53 , 58,55 , 76
Puducherry,Yanam,Cabbage,Kg / Pcs, 22, 25 , 28,26 , 36
Puducherry,Yanam,Carrot,Kg / Pcs, 30, 35 , 38,36 , 50
Puducherry,Yanam,Cauliflower,Kg / Pcs, 28, 32 , 36,34 , 46
Puducherry,Yanam,Cluster beans,Kg / Pcs, 41, 47 , 52,49 , 68
Puducherry,Yanam,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Puducherry,Yanam,Colocasia leaves (Taro leaves),Kg / Pcs, 16, 18 , 20,19 , 26
Puducherry,Yanam,Colocasia roots (Taro roots),Kg / Pcs, 28, 32 , 36,34 , 46
Puducherry,Yanam,Coriander leaves (Cilantro),Kg / Pcs, 9, 10 , 11,11 , 15
Puducherry,Yanam,Corn,Kg / Pcs, 25, 29 , 32,30 , 41
Puducherry,Yanam,Cucumber,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Yanam,Curry leaves,Kg / Pcs, 25, 29 , 32,30 , 41
Puducherry,Yanam,Dill leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Puducherry,Yanam,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Puducherry,Yanam,Eggplant (Brinjal or Aubergine),Kg / Pcs, 27, 31 , 34,32 , 45
Puducherry,Yanam,Brinjal ( Big ),Kg / Pcs, 20, 23 , 25,24 , 33
Puducherry,Yanam,Elephant Yam,Kg / Pcs, 27, 31 , 34,32 , 45
Puducherry,Yanam,Fenugreek leaves,Kg / Pcs, 10, 12 , 13,12 , 17
Puducherry,Yanam,French Beans (Green beans),Kg / Pcs, 53, 61 , 67,64 , 87
Puducherry,Yanam,Garlic,Kg / Pcs, 133, 153 , 169,160 , 219
Puducherry,Yanam,Ginger,Kg / Pcs, 92, 106 , 117,110 , 152
Puducherry,Yanam,Green chili,Kg / Pcs, 49, 56 , 62,59 , 81
Puducherry,Yanam,Green onion (Scallian or Spring onion),Kg / Pcs, 40, 46 , 51,48 , 66
Puducherry,Yanam,Green peas,Kg / Pcs, 75, 86 , 95,90 , 124
Puducherry,Yanam,Ivy gourd,Kg / Pcs, 27, 31 , 34,32 , 45
Puducherry,Yanam,Lemon (Lime),Kg / Pcs, 65, 75 , 83,78 , 107
Puducherry,Yanam,Mango,Kg / Pcs, 77, 89 , 98,92 , 127
Puducherry,Yanam,Mint leaves,Kg / Pcs, 4, 5 , 5,5 , 7
Puducherry,Yanam,Mushroom,Kg / Pcs, 85, 98 , 108,102 , 140
Puducherry,Yanam,Mustard leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Puducherry,Yanam,Okra (Ladies finger),Kg / Pcs, 37, 43 , 47,44 , 61
Puducherry,Yanam,Onion Big,Kg / Pcs, 60, 69 , 76,72 , 99
Puducherry,Yanam,Onion Small,Kg / Pcs, 131, 151 , 166,157 , 216
Puducherry,Yanam,Plantain (raw banana),Kg / Pcs, 10, 12 , 13,12 , 17
Puducherry,Yanam,Potato,Kg / Pcs, 32, 37 , 41,38 , 53
Puducherry,Yanam,Pumpkin,Kg / Pcs, 19, 22 , 24,23 , 31
Puducherry,Yanam,Radish (Daikon),Kg / Pcs, 33, 38 , 42,40 , 54
Puducherry,Yanam,Ridge gourd,Kg / Pcs, 26, 30 , 33,31 , 43
Puducherry,Yanam,Shallot (pearl onion),Kg / Pcs, 37, 43 , 47,44 , 61
Puducherry,Yanam,Snake gourd,Kg / Pcs, 29, 33 , 37,35 , 48
Puducherry,Yanam,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Puducherry,Yanam,Spinach,Kg / Pcs, 16, 18 , 20,19 , 26
Puducherry,Yanam,Sweet potato,Kg / Pcs, 39, 45 , 50,47 , 64
Puducherry,Yanam,Tomato,Kg / Pcs, 26, 30 , 33,31 , 43
Punjab,Amritsar,Amaranth leaves,Kg / Pcs, 15, 17 , 19,18 , 25
Punjab,Amritsar,Amla,Kg / Pcs, 70, 81 , 89,84 , 116
Punjab,Amritsar,Ash gourd,Kg / Pcs, 19, 22 , 24,23 , 31
Punjab,Amritsar,Baby corn,Kg / Pcs, 57, 66 , 72,68 , 94
Punjab,Amritsar,Banana flower,Kg / Pcs, 17, 20 , 22,20 , 28
Punjab,Amritsar,Beetroot,Kg / Pcs, 32, 37 , 41,38 , 53
Punjab,Amritsar,Bell Pepper (Capsicum),Kg / Pcs, 47, 54 , 60,56 , 78
Punjab,Amritsar,Bitter gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Punjab,Amritsar,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Punjab,Amritsar,Butter beans,Kg / Pcs, 46, 53 , 58,55 , 76
Punjab,Amritsar,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 49, 56 , 62,59 , 81
Punjab,Amritsar,Cabbage,Kg / Pcs, 21, 24 , 27,25 , 35
Punjab,Amritsar,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Punjab,Amritsar,Cauliflower,Kg / Pcs, 24, 28 , 30,29 , 40
Punjab,Amritsar,Cluster beans,Kg / Pcs, 44, 51 , 56,53 , 73
Punjab,Amritsar,Coconut (fresh),Kg / Pcs, 31, 36 , 39,37 , 51
Punjab,Amritsar,Colocasia leaves (Taro leaves),Kg / Pcs, 15, 17 , 19,18 , 25
Punjab,Amritsar,Colocasia roots (Taro roots),Kg / Pcs, 29, 33 , 37,35 , 48
Punjab,Amritsar,Coriander leaves (Cilantro),Kg / Pcs, 11, 13 , 14,13 , 18
Punjab,Amritsar,Corn,Kg / Pcs, 26, 30 , 33,31 , 43
Punjab,Amritsar,Cucumber,Kg / Pcs, 29, 33 , 37,35 , 48
Punjab,Amritsar,Curry leaves,Kg / Pcs, 27, 31 , 34,32 , 45
Punjab,Amritsar,Dill leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Punjab,Amritsar,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Punjab,Amritsar,Eggplant (Brinjal or Aubergine),Kg / Pcs, 26, 30 , 33,31 , 43
Punjab,Amritsar,Brinjal ( Big ),Kg / Pcs, 26, 30 , 33,31 , 43
Punjab,Amritsar,Elephant Yam,Kg / Pcs, 29, 33 , 37,35 , 48
Punjab,Amritsar,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Punjab,Amritsar,French Beans (Green beans),Kg / Pcs, 58, 67 , 74,70 , 96
Punjab,Amritsar,Garlic,Kg / Pcs, 155, 178 , 197,186 , 256
Punjab,Amritsar,Ginger,Kg / Pcs, 108, 124 , 137,130 , 178
Punjab,Amritsar,Green chili,Kg / Pcs, 44, 51 , 56,53 , 73
Punjab,Amritsar,Green onion (Scallian or Spring onion),Kg / Pcs, 41, 47 , 52,49 , 68
Punjab,Amritsar,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Punjab,Amritsar,Ivy gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Punjab,Amritsar,Lemon (Lime),Kg / Pcs, 63, 72 , 80,76 , 104
Punjab,Amritsar,Mango,Kg / Pcs, 73, 84 , 93,88 , 120
Punjab,Amritsar,Mint leaves,Kg / Pcs, 3, 3 , 4,4 , 5
Punjab,Amritsar,Mushroom,Kg / Pcs, 86, 99 , 109,103 , 142
Punjab,Amritsar,Mustard leaves,Kg / Pcs, 17, 20 , 22,20 , 28
Punjab,Amritsar,Okra (Ladies finger),Kg / Pcs, 40, 46 , 51,48 , 66
Punjab,Amritsar,Onion Big,Kg / Pcs, 63, 72 , 80,76 , 104
Punjab,Amritsar,Onion Small,Kg / Pcs, 139, 160 , 177,167 , 229
Punjab,Amritsar,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Punjab,Amritsar,Potato,Kg / Pcs, 34, 39 , 43,41 , 56
Punjab,Amritsar,Pumpkin,Kg / Pcs, 20, 23 , 25,24 , 33
Punjab,Amritsar,Radish (Daikon),Kg / Pcs, 32, 37 , 41,38 , 53
Punjab,Amritsar,Ridge gourd,Kg / Pcs, 32, 37 , 41,38 , 53
Punjab,Amritsar,Shallot (pearl onion),Kg / Pcs, 33, 38 , 42,40 , 54
Punjab,Amritsar,Snake gourd,Kg / Pcs, 25, 29 , 32,30 , 41
Punjab,Amritsar,Sorrel leaves,Kg / Pcs, 14, 16 , 18,17 , 23
Punjab,Amritsar,Spinach,Kg / Pcs, 11, 13 , 14,13 , 18
Punjab,Amritsar,Sweet potato,Kg / Pcs, 40, 46 , 51,48 , 66
Punjab,Amritsar,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Punjab,Barnala,Amaranth leaves,Kg / Pcs, 11, 13 , 14,13 , 18
Punjab,Barnala,Amla,Kg / Pcs, 85, 98 , 108,102 , 140
Punjab,Barnala,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Punjab,Barnala,Baby corn,Kg / Pcs, 59, 68 , 75,71 , 97
Punjab,Barnala,Banana flower,Kg / Pcs, 16, 18 , 20,19 , 26
Punjab,Barnala,Beetroot,Kg / Pcs, 31, 36 , 39,37 , 51
Punjab,Barnala,Bell Pepper (Capsicum),Kg / Pcs, 50, 58 , 64,60 , 83
Punjab,Barnala,Bitter gourd,Kg / Pcs, 35, 40 , 44,42 , 58
Punjab,Barnala,Bottlegourd,Kg / Pcs, 22, 25 , 28,26 , 36
Punjab,Barnala,Butter beans,Kg / Pcs, 49, 56 , 62,59 , 81
Punjab,Barnala,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 48, 55 , 61,58 , 79
Punjab,Barnala,Cabbage,Kg / Pcs, 21, 24 , 27,25 , 35
Punjab,Barnala,Carrot,Kg / Pcs, 32, 37 , 41,38 , 53
Punjab,Barnala,Cauliflower,Kg / Pcs, 28, 32 , 36,34 , 46
Punjab,Barnala,Cluster beans,Kg / Pcs, 43, 49 , 55,52 , 71
Punjab,Barnala,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Punjab,Barnala,Colocasia leaves (Taro leaves),Kg / Pcs, 12, 14 , 15,14 , 20
Punjab,Barnala,Colocasia roots (Taro roots),Kg / Pcs, 29, 33 , 37,35 , 48
Punjab,Barnala,Coriander leaves (Cilantro),Kg / Pcs, 9, 10 , 11,11 , 15
Punjab,Barnala,Corn,Kg / Pcs, 26, 30 , 33,31 , 43
Punjab,Barnala,Cucumber,Kg / Pcs, 30, 35 , 38,36 , 50
Punjab,Barnala,Curry leaves,Kg / Pcs, 29, 33 , 37,35 , 48
Punjab,Barnala,Dill leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Punjab,Barnala,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Punjab,Barnala,Eggplant (Brinjal or Aubergine),Kg / Pcs, 23, 26 , 29,28 , 38
Punjab,Barnala,Brinjal ( Big ),Kg / Pcs, 20, 23 , 25,24 , 33
Punjab,Barnala,Elephant Yam,Kg / Pcs, 29, 33 , 37,35 , 48
Punjab,Barnala,Fenugreek leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Punjab,Barnala,French Beans (Green beans),Kg / Pcs, 56, 64 , 71,67 , 92
Punjab,Barnala,Garlic,Kg / Pcs, 142, 163 , 180,170 , 234
Punjab,Barnala,Ginger,Kg / Pcs, 107, 123 , 136,128 , 177
Punjab,Barnala,Green chili,Kg / Pcs, 49, 56 , 62,59 , 81
Punjab,Barnala,Green onion (Scallian or Spring onion),Kg / Pcs, 41, 47 , 52,49 , 68
Punjab,Barnala,Green peas,Kg / Pcs, 77, 89 , 98,92 , 127
Punjab,Barnala,Ivy gourd,Kg / Pcs, 22, 25 , 28,26 , 36
Punjab,Barnala,Lemon (Lime),Kg / Pcs, 63, 72 , 80,76 , 104
Punjab,Barnala,Mango,Kg / Pcs, 77, 89 , 98,92 , 127
Punjab,Barnala,Mint leaves,Kg / Pcs, 6, 7 , 8,7 , 10
Punjab,Barnala,Mushroom,Kg / Pcs, 84, 97 , 107,101 , 139
Punjab,Barnala,Mustard leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Punjab,Barnala,Okra (Ladies finger),Kg / Pcs, 37, 43 , 47,44 , 61
Punjab,Barnala,Onion Big,Kg / Pcs, 62, 71 , 79,74 , 102
Punjab,Barnala,Onion Small,Kg / Pcs, 129, 148 , 164,155 , 213
Punjab,Barnala,Plantain (raw banana),Kg / Pcs, 8, 9 , 10,10 , 13
Punjab,Barnala,Potato,Kg / Pcs, 31, 36 , 39,37 , 51
Punjab,Barnala,Pumpkin,Kg / Pcs, 18, 21 , 23,22 , 30
Punjab,Barnala,Radish (Daikon),Kg / Pcs, 30, 35 , 38,36 , 50
Punjab,Barnala,Ridge gourd,Kg / Pcs, 31, 36 , 39,37 , 51
Punjab,Barnala,Shallot (pearl onion),Kg / Pcs, 34, 39 , 43,41 , 56
Punjab,Barnala,Snake gourd,Kg / Pcs, 24, 28 , 30,29 , 40
Punjab,Barnala,Sorrel leaves,Kg / Pcs, 16, 18 , 20,19 , 26
Punjab,Barnala,Spinach,Kg / Pcs, 14, 16 , 18,17 , 23
Punjab,Barnala,Sweet potato,Kg / Pcs, 39, 45 , 50,47 , 64
Punjab,Barnala,Tomato,Kg / Pcs, 30, 35 , 38,36 , 50
Punjab,Bathinda,Amaranth leaves,Kg / Pcs, 13, 15 , 17,16 , 21
Punjab,Bathinda,Amla,Kg / Pcs, 70, 81 , 89,84 , 116
Punjab,Bathinda,Ash gourd,Kg / Pcs, 17, 20 , 22,20 , 28
Punjab,Bathinda,Baby corn,Kg / Pcs, 55, 63 , 70,66 , 91
Punjab,Bathinda,Banana flower,Kg / Pcs, 21, 24 , 27,25 , 35
Punjab,Bathinda,Beetroot,Kg / Pcs, 30, 35 , 38,36 , 50
Punjab,Bathinda,Bell Pepper (Capsicum),Kg / Pcs, 40, 46 , 51,48 , 66
Punjab,Bathinda,Bitter gourd,Kg / Pcs, 34, 39 , 43,41 , 56
Punjab,Bathinda,Bottlegourd,Kg / Pcs, 24, 28 , 30,29 , 40
Punjab,Bathinda,Butter beans,Kg / Pcs, 49, 56 , 62,59 , 81
Punjab,Bathinda,"Broad beans (Fava beans, lima beans)",Kg / Pcs, 46, 53 , 58,55 , 76
Punjab,Bathinda,Cabbage,Kg / Pcs, 19, 22 , 24,23 , 31
Punjab,Bathinda,Carrot,Kg / Pcs, 31, 36 , 39,37 , 51
Punjab,Bathinda,Cauliflower,Kg / Pcs, 27, 31 , 34,32 , 45
Punjab,Bathinda,Cluster beans,Kg / Pcs, 45, 52 , 57,54 , 74
Punjab,Bathinda,Coconut (fresh),Kg / Pcs, 35, 40 , 44,42 , 58
Punjab,Bathinda,Colocasia leaves (Taro leaves),Kg / Pcs, 14, 16 , 18,17 , 23
Punjab,Bathinda,Colocasia roots (Taro roots),Kg / Pcs, 28, 32 , 36,34 , 46
Punjab,Bathinda,Coriander leaves (Cilantro),Kg / Pcs, 11, 13 , 14,13 , 18
Punjab,Bathinda,Corn,Kg / Pcs, 27, 31 , 34,32 , 45
Punjab,Bathinda,Cucumber,Kg / Pcs, 27, 31 , 34,32 , 45
Punjab,Bathinda,Curry leaves,Kg / Pcs, 30, 35 , 38,36 , 50
Punjab,Bathinda,Dill leaves,Kg / Pcs, 12, 14 , 15,14 , 20
Punjab,Bathinda,Drumsticks,Kg / Pcs, 80, 92 , 102,96 , 132
Punjab,Bathinda,Eggplant (Brinjal or Aubergine),Kg / Pcs, 25, 29 , 32,30 , 41
Punjab,Bathinda,Brinjal ( Big ),Kg / Pcs, 24, 28 , 30,29 , 40
